review_uid,accesibilidad,alojamiento,atencion_servicio,atractivos,costos,gastronomia,limpieza,seguridad,destination,pool,stars,text_clean
gm_50257ab99c24db16,positivo,ausente,neutro,positivo,negativo,neutro,negativo,positivo,Ciudadela de Kuélap,B_minado,5,"Kuélap es un lugar histórico, una antigua cuidadela de la cultura Chachapoyas. Me gusta como conservan el lugar y te exigen respetarlo. Atención a quienes la visiten: está prohibido salir de los senderos señalados y tocar las paredes de piedra. Los lugareños y el Ministerio de Cultura han hecho un excelente trabajo por mantenerlo en buenas condiciones y debemos comportarnos como con cualquier otro legado de nuestros antepasados. Para llegar a la fortaleza puedes ir a pie en un recorrido de 9 km o usar el teleférico (30 min). Ya en el lugar se paga una entrada de 20 soles por adultos y 10 para niños o preferenciales (estudiantes, docentes, adultos mayores). Los extrajeros pagan más. También debes tener en cuenta que si vas el primer domingo del primer mes es gratis. Por cierto, después de eso tienes que caminar un corto tramo o puedes alquilar un caballo. El camino está arreglado y señalizado. Arriba encontrarán guías, si deseas contratar uno. Y si entras sin guía, de todas formas debes seguir la ruta marcada. La entrada principal está en mantenimiento desde hace un año (es difícil recuperarlo). Inmediatamente después de pagar la entrada hay servicios higiénicos, un café, un vivero de orquídeas, un museo, un mirador y tiendas de souvenirs. Realmente no recomiendo comprar cosas o comida allá porque todo es excesivamente caro."
gm_5058561bcb003345,ausente,ausente,ausente,ausente,negativo,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,3,"Intentarán venderos el paquete más caro, no lo agarreis... La diferencia entre el normal y el ""ampliado"" es mínima #LetsGuide"
gm_50737d8c8610a936,ausente,ausente,ausente,positivo,ausente,neutro,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,3,"This Inca museum is located in the center of Lima, so much so that the urban planning of the city has been taking away land. We found it a bit monotonous. The tour lasts approximately 1 gora and the advantage is that it is in the middle of Miraflores, a good pre-ambulo before Macchu Picchu. Next to it is a restaurant overlooking the ruins that has a beautiful setting."
gm_509589ff8d6c834a,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,4,"Excelente Catarata, lleno de vegetación, con un tramo de caminata agradable, el agua bien helada, muy buena"
gm_50ae3d549be06dab,positivo,ausente,positivo,positivo,ausente,positivo,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,4,"El museo de sitio y santuario de Pachacamac está a unos 40 minutos fuera de la ciudad de Lima. Es un lugar bastante extenso para recorrerlo a pie o en tu propio auto. Aparte del museo del sitio donde se muestra los objetos encontrados, se puede recorrer una ruta de 5 a 6 km dentro del santuario para observar varias edificaciones, pirámides y centros ceremoniales de piedra tallada y adobe de la época preinca. Tiene estacionamiento, acceso con silla de ruedas, guia turístico, cafetería (muy buena y variada), baños limpios y cómodos. Si vas con niños o adultos mayores seria mejor ir en auto deberás caminar bastante. La mejor época sería en invierno o primavera, en verano por el clima desértico y la calor es bastante sofocante hacer el recorrido. Por mejorar esta todo el camino que es de tierra y disponer de alquiler de movilidades como cuatrimotos, patinetes eléctricos, bicicletas, etc. También es necesario habilitar caminos de acceso más cercanos, por las calles del santuario... en algunos casos sólo se ven de muy lejos y no permiten apreciar las edificaciones en todo su esplendor!"
gm_5162f0df354aea73,ausente,ausente,positivo,positivo,ausente,neutro,ausente,ausente,Ciudadela de Kuélap,A_representativo,4,Recomiendo hacer el recorrido con un guía para que pueda contarles la historia de la cultura Chachapoyas. Me tocó el Sr. Luis que vive dentro del complejo. También encontrarás dónde comer chicharrones y cecina. Y artesanía.
gm_51c7b2a572a0ac78,ausente,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,5,Espectacular... El recorrido es alucinante pero creo que es para niños mayores de 12 a más porque hay que atender al guía y el recorrido en el mejor de los casos en mínimo 1 hora. Pero es fascinante todo el museo. El cierre con todas representaciones algo que no esperaba... MAJESTUOSO!
gm_524c6c05da5f147e,positivo,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,B_minado,3,Si te gusta una caminata tranquila con un toque de historia este lugar es para tí. Ahora también hay un museo y todos los servicios necesarios. Los fds hay también bicis disponibles.
gm_5342459e6e5ae343,positivo,ausente,ausente,negativo,negativo,ausente,negativo,ausente,Valle del Colca,A_representativo,2,"Totally not worth it. Views aren't so great and entrance costs 70 soles, which is definitely too much because they haven't any maps for tourists in the office, there aren't any toilets on the paths. Paths are also very dirty - donkeys' poo is everywhere."
gm_534c376fbadf4f31,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,The ollantayambo castle was included in our daily trip. Very interesting monument. I enjoyed it!
gm_535113ef2d10b615,ausente,positivo,positivo,positivo,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,4,Very interesting tour of this archeological site that is still in progress. The tour guide was informative. Doesn't take that long but recommends making reservations online or like us just so up and if there is space they will add you.
gm_53572478b1b5c984,ausente,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,"Beautiful ruins, loads of history. There's not much in the way of written information, so best to go with a guide"
gm_53f60be57251d3f4,negativo,positivo,neutro,positivo,neutro,ausente,negativo,negativo,Complejo Arqueológico Chan Chan,B_minado,2,"La concepción del museo no corresponde al sitio arqueológico, no solo porque es minúsculo en comparación a toda el área en la que están los templos, sino porque mantiene en almacén gran parte de los objetos y cuerpos hallados, no se exhiben. Su infraestructura es inadecuada por insuficiente y al 27/07/2024, luce muy descuidada por falta de mantenimiento, señalización y limpieza. Altamente recomendable contratar guía para el museo y el sitio arqueológico (especialmente), para comprender que incluso lo que se expone y preserva en el sitio, es una pequeña fracción de Chan Chan. Lo demás, está a merced de la inclemencia del sol, lluvia y viento, deteriorándose inexorablemente por descuido estatal y ciudadano."
gm_53f8ef53538d25ae,positivo,neutro,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,A_representativo,5,"Wonderful trek with beautiful mountains and landscapes. However, be prepared for a long descent that takes about 3.5 hours to complete. A small piece of advice: stay away from the edge as the stones may not be stable, and you could fall. This was my mistake. I almost fell, but I managed to catch hold of a branch; otherwise, it could have been a nasty fall."
gm_53fa08f177702ec3,ausente,ausente,neutro,positivo,neutro,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,4,El parque es hermoso pero se cobran 30 soles a cada entrada y todavia se cobran los baños. Si ya pagamos 30 soles al parque pienso que no es cierto cobrar baños/servicio higienico
gm_53fd06fab019d235,neutro,ausente,neutro,positivo,neutro,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,"Es un paseo de 2 horas aprox, primero debes tomar el funicular para llegar a donde venden los tickets y de ahí caminar 1 km hasta la Ciudadela. El camino está señalizado pero si deseas conocer algo más sobre los chachapoyas y sus costumbres puedes ir con un guía. La ruta para subir no es muy exigente pero si eres sedentario puede que te cueste un poco. Realmente vale la pena visitar Kuelap."
gm_547d43e1ba47336c,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,B_minado,3,Es muy hermoso..pero debido a que es un lugar turistico es urgente arreglar esa carretera de trocha la que va de yungay a llanganuco.Urgente!!
gm_54aeaa2e9bfc5377,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,Muy bueno es recontra divertido ir en familia lo recomiendo para que se relajen
gm_55a85085d2e01deb,positivo,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,B_minado,5,Hermoso Visitarlo en un horario intermedio Ni tan temprano Ni tan tarde El frío es terrible al retorno.
gm_55e69433bd7592b9,ausente,positivo,ausente,positivo,positivo,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,5,"Precioso! Ojo, abren hasta las 12:30 y se tienen que hacer reservaciones online hasta hoy oct 13, 2021."
gm_561547645bd13263,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,"Machu Picchu is truly breathtaking. The setting, history, and scale of the ruins are incredible, surrounded by dramatic mountains and clouds. Even with the crowds, it feels magical and is absolutely worth the visit."
gm_5701f7107fdc7b48,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,3,La zona arqueológica como tal es maravillosa sin embargo el acceso es restringido y el espacio para estacionar es reducido
gm_573b858c356e490f,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,B_minado,3,"Hicimos el trekking de dos días y las vistas y el contacto con la naturaleza es impresionante pero no te dicen la verdad de lo duro que es el camino. Seguramente si nos lo hubiesen vendido tal y como es, hubiésemos buscado una alternativa."
gm_57b37890d67fb111,ausente,ausente,positivo,negativo,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,B_minado,1,Not worth the visit. There’s an hour long guided tour but we left early bc it was so hot / uninformative. Would personally skip this one
gm_581270891393d4da,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,"Experiencia increible, el teleferico es muy bonito y te deja apreciar la belleza del paisaje. La caminata de subida a la fortaleza es suave pero tambien hay caballos."
gm_5830308e691025d6,ausente,ausente,ausente,ausente,negativo,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,1,"Don’t do the Nazca Line flight, it’s expensive and not that impressive. The tour costed $79 per person and when we get to the airport we still have to pay another 77 soles(about $21)for airport tax. The flight itself is horrible especially if you have motion sickness because the plane is small and very shaky. The pilot will just tell you to look left and right to look at the lines. Make you even more dizzy. The Nazca Line, in my opinion, doesn’t look like something ancient."
